epoch,loss,val_loss
0,0.5440543402741352,0.010588047921657563
1,0.00347657824040701,0.0007432677824981511
2,0.00028700320573989303,7.573079479625448e-05
3,3.056636842678321e-05,8.5779121152882e-06
