epoch,loss,val_loss
0,1.7418686718410916,1.5259790388743082
1,1.4742121601104736,1.4442019939422608
2,1.4408141072591145,1.4316672023137411
3,1.4342739221784804,1.4303236468633016
4,1.4322246922387016,1.4259983332951864
