epoch,loss,val_loss
0,2.7207326327429877,2.619462620417277
1,2.5896669271257187,2.5737660185496014
2,2.5753011714087592,2.5679206371307375
3,2.57271712091234,2.568472096125285
4,2.571817034615411,2.5686393070220945
